期号,数字,触发极冷位置,触发位置遗漏期数,其他位置1,位置1遗漏期数,其他位置2,位置2遗漏期数
11321,0,百位,2279,十位,16,个位,0
11322,0,百位,2280,十位,17,个位,1
11323,0,百位,2281,十位,18,个位,2
11324,0,百位,2282,十位,19,个位,3
11327,0,百位,2283,十位,20,个位,4
11328,0,百位,2284,十位,21,个位,5
11329,0,百位,2285,十位,22,个位,6
11330,0,百位,2286,十位,23,个位,7
11331,0,百位,2287,十位,24,个位,8
11332,0,百位,2288,十位,25,个位,9
11333,0,百位,2289,十位,26,个位,10
11334,0,百位,2290,十位,27,个位,11
11335,0,百位,2291,十位,0,个位,12
11336,0,百位,2292,十位,1,个位,13
11337,0,百位,2293,十位,2,个位,14
11338,0,百位,2294,十位,3,个位,15
11339,0,百位,2295,十位,4,个位,16
11340,0,百位,2296,十位,5,个位,17
11341,0,百位,2297,十位,6,个位,18
11342,0,百位,2298,十位,7,个位,19
11343,0,百位,2299,十位,0,个位,20
11344,0,百位,2300,十位,1,个位,21
11345,0,百位,2301,十位,2,个位,0
11346,0,百位,2302,十位,3,个位,1
11347,0,百位,2303,十位,4,个位,2
11348,0,百位,2304,十位,5,个位,0
11350,0,百位,2305,十位,6,个位,1
11351,0,百位,2306,十位,7,个位,2
11352,0,百位,2307,十位,0,个位,0
11354,0,百位,2308,十位,1,个位,1
11355,0,百位,2309,十位,0,个位,2
11356,0,百位,2310,十位,1,个位,3
11357,0,百位,2311,十位,2,个位,0
11358,0,百位,2312,十位,3,个位,1
12002,0,百位,2313,十位,4,个位,2
12003,0,百位,2314,十位,0,个位,3
12004,0,百位,2315,十位,1,个位,4
12005,0,百位,2316,十位,2,个位,5
12006,0,百位,2317,十位,0,个位,6
12007,0,百位,2318,十位,1,个位,7
12008,0,百位,2319,十位,2,个位,8
12009,0,百位,2320,十位,3,个位,9
12011,0,百位,2321,十位,4,个位,10
12012,0,百位,2322,十位,5,个位,11
12013,0,百位,2323,十位,6,个位,12
12015,0,百位,2324,十位,7,个位,13
12016,0,百位,2325,十位,8,个位,14
12017,0,百位,2326,十位,9,个位,15
12018,0,百位,2327,十位,10,个位,16
12019,0,百位,2328,十位,11,个位,17
12021,0,百位,2329,十位,12,个位,18
12022,0,百位,2330,十位,13,个位,19
12023,0,百位,2331,十位,14,个位,20
12024,0,百位,2332,十位,15,个位,21
12025,0,百位,2333,十位,16,个位,22
12026,0,百位,2334,十位,17,个位,23
12028,0,百位,2335,十位,18,个位,24
12029,0,百位,2336,十位,19,个位,25
12030,0,百位,2337,十位,20,个位,26
12031,0,百位,2338,十位,21,个位,27
12032,0,百位,2339,十位,22,个位,28
12033,0,百位,2340,十位,0,个位,29
12034,0,百位,2341,十位,1,个位,30
12035,0,百位,2342,十位,2,个位,31
12037,0,百位,2343,十位,3,个位,32
12038,0,百位,2344,十位,4,个位,33
12039,0,百位,2345,十位,5,个位,34
12040,0,百位,2346,十位,6,个位,35
12041,0,百位,2347,十位,7,个位,36
12042,0,百位,2348,十位,8,个位,37
12043,0,百位,2349,十位,9,个位,38
12044,0,百位,2350,十位,10,个位,39
12045,0,百位,2351,十位,11,个位,40
12046,0,百位,2352,十位,12,个位,41
12047,0,百位,2353,十位,13,个位,42
12048,0,百位,2354,十位,14,个位,43
12050,0,百位,2355,十位,15,个位,44
12051,0,百位,2356,十位,16,个位,45
12052,0,百位,2357,十位,17,个位,46
12053,0,百位,2358,十位,18,个位,47
12056,0,百位,2359,十位,19,个位,48
12057,0,百位,2360,十位,20,个位,49
12058,0,百位,2361,十位,21,个位,50
12059,0,百位,2362,十位,22,个位,51
12060,0,百位,2363,十位,23,个位,52
12061,0,百位,2364,十位,24,个位,53
12062,0,百位,2365,十位,25,个位,54
12063,0,百位,2366,十位,26,个位,0
12064,0,百位,2367,十位,27,个位,1
12065,0,百位,2368,十位,28,个位,2
12067,0,百位,2369,十位,29,个位,3
12068,0,百位,2370,十位,30,个位,4
12069,0,百位,2371,十位,31,个位,5
12070,0,百位,2372,十位,32,个位,6
12071,0,百位,2373,十位,0,个位,0
12072,0,百位,2374,十位,1,个位,1
12073,0,百位,2375,十位,2,个位,2
12074,0,百位,2376,十位,3,个位,3
12075,0,百位,2377,十位,4,个位,4
12077,0,百位,2378,十位,5,个位,5
12078,0,百位,2379,十位,6,个位,6
12080,0,百位,2380,十位,7,个位,0
12081,0,百位,2381,十位,8,个位,1
12082,0,百位,2382,十位,9,个位,2
12083,0,百位,2383,十位,10,个位,0
12084,0,百位,2384,十位,11,个位,1
12085,0,百位,2385,十位,12,个位,2
12086,0,百位,2386,十位,13,个位,3
12087,0,百位,2387,十位,14,个位,4
12088,0,百位,2388,十位,15,个位,5
12089,0,百位,2389,十位,16,个位,6
12090,0,百位,2390,十位,17,个位,7
12091,0,百位,2391,十位,18,个位,8
12092,0,百位,2392,十位,19,个位,9
12093,0,百位,2393,十位,20,个位,10
12094,0,百位,2394,十位,21,个位,11
12095,0,百位,2395,十位,0,个位,12
12096,0,百位,2396,十位,1,个位,13
12097,0,百位,2397,十位,2,个位,14
12098,0,百位,2398,十位,3,个位,15
12099,0,百位,2399,十位,4,个位,16
12100,0,百位,2400,十位,0,个位,17
12101,0,百位,2401,十位,1,个位,18
12102,0,百位,2402,十位,2,个位,19
12103,0,百位,2403,十位,3,个位,20
12104,0,百位,2404,十位,4,个位,21
12105,0,百位,2405,十位,5,个位,22
12106,0,百位,2406,十位,6,个位,23
12107,0,百位,2407,十位,7,个位,24
12108,0,百位,2408,十位,8,个位,25
12109,0,百位,2409,十位,9,个位,26
12110,0,百位,2410,十位,10,个位,27
12111,0,百位,2411,十位,0,个位,28
12112,0,百位,2412,十位,1,个位,29
12113,0,百位,2413,十位,2,个位,0
12116,0,百位,2414,十位,3,个位,1
12118,0,百位,2415,十位,4,个位,2
12119,0,百位,2416,十位,0,个位,3
12120,0,百位,2417,十位,1,个位,4
12121,0,百位,2418,十位,2,个位,5
12122,0,百位,2419,十位,3,个位,0
12123,0,百位,2420,十位,4,个位,1
12124,0,百位,2421,十位,5,个位,2
12125,0,百位,2422,十位,0,个位,3
12126,0,百位,2423,十位,1,个位,4
12127,0,百位,2424,十位,2,个位,5
12128,0,百位,2425,十位,0,个位,6
12129,0,百位,2426,十位,1,个位,7
12130,0,百位,2427,十位,2,个位,8
12131,0,百位,2428,十位,3,个位,9
12132,0,百位,2429,十位,4,个位,10
12133,0,百位,2430,十位,5,个位,11
12135,0,百位,2431,十位,6,个位,12
12136,0,百位,2432,十位,7,个位,13
12137,0,百位,2433,十位,8,个位,0
12138,0,百位,2434,十位,9,个位,1
12139,0,百位,2435,十位,10,个位,2
12141,0,百位,2436,十位,11,个位,3
12142,0,百位,2437,十位,12,个位,0
12143,0,百位,2438,十位,13,个位,1
12144,0,百位,2439,十位,14,个位,0
12145,0,百位,2440,十位,15,个位,1
12146,0,百位,2441,十位,16,个位,2
12147,0,百位,2442,十位,17,个位,3
12148,0,百位,2443,十位,18,个位,4
12149,0,百位,2444,十位,19,个位,5
12150,0,百位,2445,十位,20,个位,0
12151,0,百位,2446,十位,21,个位,1
12152,0,百位,2447,十位,22,个位,2
12153,0,百位,2448,十位,23,个位,3
12154,0,百位,2449,十位,24,个位,4
12155,0,百位,2450,十位,0,个位,5
12156,0,百位,2451,十位,1,个位,6
12157,0,百位,2452,十位,2,个位,0
12158,0,百位,2453,十位,3,个位,1
12159,0,百位,2454,十位,4,个位,2
12160,0,百位,2455,十位,5,个位,3
12161,0,百位,2456,十位,6,个位,0
12162,0,百位,2457,十位,7,个位,1
12163,0,百位,2458,十位,8,个位,2
12164,0,百位,2459,十位,9,个位,3
12166,0,百位,2460,十位,10,个位,4
12167,0,百位,2461,十位,11,个位,5
12168,0,百位,2462,十位,12,个位,6
12169,0,百位,2463,十位,13,个位,7
12170,0,百位,2464,十位,14,个位,0
12171,0,百位,2465,十位,15,个位,1
12172,0,百位,2466,十位,16,个位,2
12173,0,百位,2467,十位,17,个位,3
12174,0,百位,2468,十位,18,个位,4
12176,0,百位,2469,十位,19,个位,5
12178,0,百位,2470,十位,0,个位,0
12179,0,百位,2471,十位,1,个位,1
12180,0,百位,2472,十位,2,个位,2
12181,0,百位,2473,十位,3,个位,0
12182,0,百位,2474,十位,4,个位,1
12183,0,百位,2475,十位,5,个位,2
12184,0,百位,2476,十位,6,个位,3
12185,0,百位,2477,十位,7,个位,4
12186,0,百位,2478,十位,8,个位,0
12187,0,百位,2479,十位,9,个位,1
12188,0,百位,2480,十位,10,个位,2
12189,0,百位,2481,十位,11,个位,3
12190,0,百位,2482,十位,12,个位,4
12191,0,百位,2483,十位,13,个位,5
12192,0,百位,2484,十位,14,个位,6
12193,0,百位,2485,十位,15,个位,7
12194,0,百位,2486,十位,16,个位,8
12195,0,百位,2487,十位,17,个位,9
12196,0,百位,2488,十位,18,个位,10
12197,0,百位,2489,十位,19,个位,11
12198,0,百位,2490,十位,20,个位,12
12199,0,百位,2491,十位,21,个位,13
12200,0,百位,2492,十位,22,个位,14
12201,0,百位,2493,十位,23,个位,15
12202,0,百位,2494,十位,24,个位,0
12203,0,百位,2495,十位,0,个位,1
12204,0,百位,2496,十位,1,个位,2
12205,0,百位,2497,十位,2,个位,3
12206,0,百位,2498,十位,3,个位,4
12207,0,百位,2499,十位,0,个位,5
12208,0,百位,2500,十位,1,个位,0
12209,0,百位,2501,十位,2,个位,1
12210,0,百位,2502,十位,3,个位,2
12211,0,百位,2503,十位,4,个位,3
12212,0,百位,2504,十位,5,个位,4
12213,0,百位,2505,十位,6,个位,5
12214,0,百位,2506,十位,7,个位,6
12216,0,百位,2507,十位,8,个位,7
12217,0,百位,2508,十位,9,个位,8
12218,0,百位,2509,十位,10,个位,9
12219,0,百位,2510,十位,11,个位,0
12221,0,百位,2511,十位,12,个位,1
12222,0,百位,2512,十位,13,个位,2
12223,0,百位,2513,十位,14,个位,0
12224,0,百位,2514,十位,15,个位,0
12225,0,百位,2515,十位,16,个位,0
12227,0,百位,2516,十位,17,个位,1
12229,0,百位,2517,十位,18,个位,2
12230,0,百位,2518,十位,19,个位,3
12231,0,百位,2519,十位,20,个位,4
12232,0,百位,2520,十位,21,个位,5
12233,0,百位,2521,十位,22,个位,6
12234,0,百位,2522,十位,23,个位,0
12235,0,百位,2523,十位,24,个位,1
12236,0,百位,2524,十位,25,个位,0
12241,0,百位,2525,十位,26,个位,1
12242,0,百位,2526,十位,0,个位,2
12243,0,百位,2527,十位,1,个位,3
12244,0,百位,2528,十位,2,个位,4
12245,0,百位,2529,十位,3,个位,5
12246,0,百位,2530,十位,4,个位,6
12247,0,百位,2531,十位,5,个位,7
12248,0,百位,2532,十位,6,个位,8
12249,0,百位,2533,十位,7,个位,0
12250,0,百位,2534,十位,8,个位,1
12251,0,百位,2535,十位,9,个位,2
12252,0,百位,2536,十位,0,个位,3
12253,0,百位,2537,十位,1,个位,4
12254,0,百位,2538,十位,2,个位,5
12255,0,百位,2539,十位,3,个位,6
12257,0,百位,2540,十位,0,个位,7
12258,0,百位,2541,十位,1,个位,8
12260,0,百位,2542,十位,2,个位,9
12261,0,百位,2543,十位,3,个位,10
12262,0,百位,2544,十位,4,个位,11
12263,0,百位,2545,十位,0,个位,12
12265,0,百位,2546,十位,1,个位,13
12266,0,百位,2547,十位,2,个位,14
12267,0,百位,2548,十位,0,个位,0
12268,0,百位,2549,十位,1,个位,1
12269,0,百位,2550,十位,2,个位,0
12270,0,百位,2551,十位,3,个位,1
12271,0,百位,2552,十位,4,个位,2
12272,0,百位,2553,十位,5,个位,3
12273,0,百位,2554,十位,6,个位,4
12274,0,百位,2555,十位,0,个位,5
12275,0,百位,2556,十位,1,个位,6
12276,0,百位,2557,十位,2,个位,7
12277,0,百位,2558,十位,3,个位,8
12278,0,百位,2559,十位,4,个位,9
12279,0,百位,2560,十位,5,个位,10
12283,0,百位,2561,十位,6,个位,11
12284,0,百位,2562,十位,7,个位,12
12285,0,百位,2563,十位,8,个位,0
12287,0,百位,2564,十位,0,个位,1
12288,0,百位,2565,十位,1,个位,2
12289,0,百位,2566,十位,2,个位,3
12290,0,百位,2567,十位,3,个位,4
12292,0,百位,2568,十位,4,个位,5
12294,0,百位,2569,十位,0,个位,6
12295,0,百位,2570,十位,1,个位,7
12296,0,百位,2571,十位,2,个位,8
12297,0,百位,2572,十位,3,个位,9
12298,0,百位,2573,十位,4,个位,10
12300,0,百位,2574,十位,5,个位,11
12301,0,百位,2575,十位,6,个位,12
12302,0,百位,2576,十位,7,个位,13
12303,0,百位,2577,十位,8,个位,14
12304,0,百位,2578,十位,9,个位,15
12305,0,百位,2579,十位,10,个位,16
12306,0,百位,2580,十位,11,个位,17
12307,0,百位,2581,十位,12,个位,18
12308,0,百位,2582,十位,13,个位,19
12309,0,百位,2583,十位,14,个位,20
12310,0,百位,2584,十位,15,个位,21
12311,0,百位,2585,十位,16,个位,22
12313,0,百位,2586,十位,17,个位,23
12314,0,百位,2587,十位,18,个位,24
12316,0,百位,2588,十位,19,个位,25
12317,0,百位,2589,十位,0,个位,26
12318,0,百位,2590,十位,1,个位,27
12321,0,百位,2591,十位,2,个位,28
12322,0,百位,2592,十位,3,个位,29
12323,0,百位,2593,十位,4,个位,30
12323,2,个位,56,百位,9,十位,5
12324,0,百位,2594,十位,5,个位,31
12324,2,个位,57,百位,10,十位,6
12325,0,百位,2595,十位,6,个位,32
12325,2,个位,58,百位,11,十位,7
12326,0,百位,2596,十位,0,个位,33
12326,2,个位,59,百位,12,十位,8
12327,0,百位,2597,十位,1,个位,34
12327,2,个位,60,百位,13,十位,9
12328,0,百位,2598,十位,2,个位,35
12328,2,个位,61,百位,14,十位,10
12329,0,百位,2599,十位,3,个位,36
12329,2,个位,62,百位,15,十位,11
12330,0,百位,2600,十位,4,个位,37
12330,2,个位,63,百位,16,十位,12
12332,0,百位,2601,十位,5,个位,38
12332,2,个位,64,百位,0,十位,13
12334,0,百位,2602,十位,6,个位,39
12335,0,百位,2603,十位,7,个位,40
12336,0,百位,2604,十位,8,个位,41
12337,0,百位,2605,十位,9,个位,42
12338,0,百位,2606,十位,10,个位,43
12339,0,百位,2607,十位,11,个位,44
12340,0,百位,2608,十位,12,个位,45
12341,0,百位,2609,十位,13,个位,46
12342,0,百位,2610,十位,14,个位,47
12343,0,百位,2611,十位,15,个位,48
12344,0,百位,2612,十位,16,个位,49
12345,0,百位,2613,十位,17,个位,50
12346,0,百位,2614,十位,18,个位,0
12347,0,百位,2615,十位,19,个位,1
12348,0,百位,2616,十位,20,个位,2
12350,0,百位,2617,十位,21,个位,3
12351,0,百位,2618,十位,22,个位,4
12352,0,百位,2619,十位,23,个位,5
12353,0,百位,2620,十位,24,个位,6
12354,0,百位,2621,十位,25,个位,7
12355,0,百位,2622,十位,26,个位,8
12356,0,百位,2623,十位,27,个位,9
12357,0,百位,2624,十位,28,个位,10
12359,0,百位,2625,十位,29,个位,11
13001,0,百位,2626,十位,30,个位,12
13002,0,百位,2627,十位,31,个位,13
13003,0,百位,2628,十位,32,个位,14
13004,0,百位,2629,十位,33,个位,15
13005,0,百位,2630,十位,34,个位,16
13006,0,百位,2631,十位,35,个位,17
13007,0,百位,2632,十位,36,个位,18
13008,0,百位,2633,十位,37,个位,19
13009,0,百位,2634,十位,38,个位,20
13009,5,个位,56,百位,0,十位,2
13010,0,百位,2635,十位,39,个位,21
13010,5,个位,57,百位,0,十位,3
13011,0,百位,2636,十位,40,个位,22
13011,5,个位,58,百位,1,十位,4
13012,0,百位,2637,十位,41,个位,23
13012,5,个位,59,百位,2,十位,5
13013,0,百位,2638,十位,42,个位,0
13013,5,个位,60,百位,3,十位,6
13014,0,百位,2639,十位,43,个位,1
13014,5,个位,61,百位,4,十位,7
13015,0,百位,2640,十位,44,个位,2
13015,5,个位,62,百位,5,十位,8
13016,0,百位,2641,十位,45,个位,3
13016,5,个位,63,百位,6,十位,9
13017,0,百位,2642,十位,0,个位,4
13017,5,个位,64,百位,7,十位,10
13018,0,百位,2643,十位,1,个位,5
13018,5,个位,65,百位,8,十位,0
13019,0,百位,2644,十位,2,个位,6
13019,5,个位,66,百位,9,十位,1
13020,0,百位,2645,十位,3,个位,7
13020,5,个位,67,百位,0,十位,2
13021,0,百位,2646,十位,4,个位,8
13021,5,个位,68,百位,1,十位,3
13022,0,百位,2647,十位,5,个位,9
13022,5,个位,69,百位,2,十位,4
13023,0,百位,2648,十位,6,个位,10
13023,5,个位,70,百位,3,十位,5
13024,0,百位,2649,十位,7,个位,11
13024,5,个位,71,百位,4,十位,6
13025,0,百位,2650,十位,8,个位,12
13025,5,个位,72,百位,5,十位,0
13026,0,百位,2651,十位,9,个位,13
13026,5,个位,73,百位,6,十位,1
13027,0,百位,2652,十位,10,个位,14
13029,0,百位,2653,十位,11,个位,0
13030,0,百位,2654,十位,12,个位,1
13031,0,百位,2655,十位,13,个位,2
13032,0,百位,2656,十位,14,个位,3
13033,0,百位,2657,十位,15,个位,4
13034,0,百位,2658,十位,16,个位,5
13035,0,百位,2659,十位,17,个位,0
13036,0,百位,2660,十位,18,个位,1
13037,0,百位,2661,十位,19,个位,2
13038,0,百位,2662,十位,20,个位,3
13039,0,百位,2663,十位,0,个位,4
13040,0,百位,2664,十位,1,个位,5
13041,0,百位,2665,十位,2,个位,6
13043,0,百位,2666,十位,3,个位,7
13044,0,百位,2667,十位,4,个位,0
13045,0,百位,2668,十位,5,个位,1
13046,0,百位,2669,十位,6,个位,2
13048,0,百位,2670,十位,7,个位,3
13049,0,百位,2671,十位,8,个位,4
13050,0,百位,2672,十位,9,个位,5
13051,0,百位,2673,十位,10,个位,6
13052,0,百位,2674,十位,11,个位,7
13053,0,百位,2675,十位,12,个位,8
13054,0,百位,2676,十位,13,个位,9
13056,0,百位,2677,十位,14,个位,10
13057,0,百位,2678,十位,15,个位,11
13058,0,百位,2679,十位,16,个位,12
13059,0,百位,2680,十位,17,个位,13
13060,0,百位,2681,十位,18,个位,14
13061,0,百位,2682,十位,19,个位,0
13062,0,百位,2683,十位,0,个位,1
13063,0,百位,2684,十位,1,个位,2
13064,0,百位,2685,十位,2,个位,3
13065,0,百位,2686,十位,3,个位,4
13066,0,百位,2687,十位,4,个位,5
13068,0,百位,2688,十位,5,个位,6
13069,0,百位,2689,十位,6,个位,7
13070,0,百位,2690,十位,7,个位,8
13072,0,百位,2691,十位,8,个位,9
13074,0,百位,2692,十位,9,个位,0
13075,0,百位,2693,十位,10,个位,1
13076,0,百位,2694,十位,11,个位,2
13077,0,百位,2695,十位,12,个位,3
13078,0,百位,2696,十位,13,个位,4
13079,0,百位,2697,十位,14,个位,5
13080,0,百位,2698,十位,15,个位,6
13081,0,百位,2699,十位,16,个位,7
13082,0,百位,2700,十位,17,个位,8
13083,0,百位,2701,十位,18,个位,9
13084,0,百位,2702,十位,19,个位,10
13085,0,百位,2703,十位,20,个位,11
13086,0,百位,2704,十位,21,个位,12
13088,0,百位,2705,十位,22,个位,13
13090,0,百位,2706,十位,0,个位,14
13092,0,百位,2707,十位,1,个位,15
13093,0,百位,2708,十位,2,个位,16
13094,0,百位,2709,十位,3,个位,17
13095,0,百位,2710,十位,0,个位,18
13096,0,百位,2711,十位,0,个位,19
13097,0,百位,2712,十位,1,个位,20
13098,0,百位,2713,十位,2,个位,21
13100,0,百位,2714,十位,3,个位,22
13101,0,百位,2715,十位,4,个位,23
13102,0,百位,2716,十位,5,个位,24
13103,0,百位,2717,十位,6,个位,25
13104,0,百位,2718,十位,7,个位,26
13105,0,百位,2719,十位,8,个位,27
13106,0,百位,2720,十位,9,个位,0
13107,0,百位,2721,十位,10,个位,1
13108,0,百位,2722,十位,11,个位,0
13110,0,百位,2723,十位,12,个位,0
13111,0,百位,2724,十位,13,个位,1
13112,0,百位,2725,十位,14,个位,2
13113,0,百位,2726,十位,0,个位,3
13114,0,百位,2727,十位,1,个位,4
13115,0,百位,2728,十位,2,个位,5
13117,0,百位,2729,十位,3,个位,6
13118,0,百位,2730,十位,4,个位,7
13120,0,百位,2731,十位,0,个位,8
13121,0,百位,2732,十位,1,个位,0
13122,0,百位,2733,十位,2,个位,1
13124,0,百位,2734,十位,3,个位,2
13125,0,百位,2735,十位,4,个位,3
13126,0,百位,2736,十位,5,个位,4
13127,0,百位,2737,十位,6,个位,0
13131,0,百位,2738,十位,7,个位,1
13132,0,百位,2739,十位,8,个位,2
13134,0,百位,2740,十位,0,个位,3
13135,0,百位,2741,十位,1,个位,0
13136,0,百位,2742,十位,2,个位,1
13137,0,百位,2743,十位,3,个位,2
13140,0,百位,2744,十位,0,个位,3
13141,0,百位,2745,十位,1,个位,4
13142,0,百位,2746,十位,2,个位,5
13143,0,百位,2747,十位,3,个位,6
13144,0,百位,2748,十位,4,个位,7
13145,0,百位,2749,十位,5,个位,8
13146,0,百位,2750,十位,6,个位,0
13147,0,百位,2751,十位,7,个位,1
